Time,Close,Open,High,Low,,
Mar 98,106.516,107.004,108.232,102.946,-,-0.16%
Feb 98,106.689,112.085,112.085,105.321,-,-4.68%
Jan 98,111.926,111.073,113.028,107.193,-,-0.05%
Dec 97,111.984,116.865,116.865,111.984,-,-4.45%
Nov 97,117.199,122.626,122.626,117.199,-,-4.35%
Oct 97,122.535,122.359,125.239,121.625,-,-0.03%
Sep 97,122.569,121.878,123.04,120.294,-,0.67%
Aug 97,121.756,122.939,123.651,120.214,-,-0.52%
Jul 97,122.387,118.665,122.387,115.677,-,2.80%
Jun 97,119.057,125.805,125.805,118.749,-,-6.15%
May 97,126.856,125.456,128.485,124.537,-,1.04%
Apr 97,125.546,125.112,125.546,121.314,-,0.35%
Mar 97,125.105,123.984,126.008,123.676,-,1.64%
Feb 97,123.091,122.159,123.469,119.839,-,0.65%
Jan 97,122.291,122.574,125.687,122.291,-,0.20%
Dec 96,122.044,120.829,123.39,118.668,-,0.92%
Nov 96,120.933,114.681,121.144,114.084,-,5.15%
Oct 96,115.009,116.593,119.642,115.009,-,-1.81%
Sep 96,117.135,117.935,118.891,116.244,-,0.07%
Aug 96,117.057,113.553,117.203,113.135,-,4.41%
Jul 96,112.113,115.272,117.741,111.231,-,-1.89%
Jun 96,114.267,114.239,114.788,111.924,-,-0.56%
May 96,114.913,116.974,119.078,114.856,-,-0.88%
Apr 96,115.935,112.047,118.179,112.047,-,4.44%
Mar 96,111.01,105.754,111.843,105.064,-,4.34%
Feb 96,106.393,104.83,106.701,103.328,-,1.73%
Jan 96,104.582,105.041,105.703,100.717,-,0.25%
Dec 95,104.323,100.055,104.484,100.055,-,4.84%
Nov 95,99.505,98.872,99.91,98.485,-,1.11%
Oct 95,98.415,98.027,98.415,96.534,-,0.38%
Sep 95,98.044,97.89,99.549,97.67,-,0.52%
Aug 95,97.538,95.949,97.966,95.671,-,1.23%
Jul 95,96.352,94.971,96.808,94.55,-,1.46%
Jun 95,94.961,97.163,97.382,94.961,-,-1.45%
May 95,96.357,98.051,98.17,95.235,-,-1.20%
Apr 95,97.531,96.355,97.958,96.306,-,1.55%
Mar 95,96.044,94.001,96.044,93.964,-,1.97%
Feb 95,94.19,94.514,95.096,93.291,-,-0.58%
Jan 95,94.74,94.731,96.67,94.265,-,-1.08%
Dec 94,95.772,93.389,95.824,91.943,-,2.34%
Nov 94,93.584,95.188,95.433,93.584,-,-0.66%
Oct 94,94.202,93.9,95.088,91.755,-,0.38%
Sep 94,93.842,94.136,95.37,92.873,-,-0.23%
Aug 94,94.062,97.438,97.438,91.375,-,-3.05%
Jul 94,97.018,96.395,97.871,94.341,-,1.01%
Jun 94,96.048,92.831,97.958,91.619,-,2.48%
May 94,93.724,89.342,95.13,88.938,-,4.98%
Apr 94,89.277,88.423,89.277,87.293,-,1.82%
Mar 94,87.685,87.711,88.895,86.4,-,-0.08%
Feb 94,87.756,90.236,90.748,87.328,-,-1.02%
Jan 94,88.661,85.864,88.875,85.864,-,3.44%
Dec 93,85.716,85.261,85.973,84.561,-,1.19%
Nov 93,84.71,86.017,87.773,84.71,-,-1.34%
Oct 93,85.86,86.924,87.56,85.86,-,-1.47%
Sep 93,87.143,88.633,88.704,85.68,-,-2.58%
Aug 93,89.449,91.884,91.884,88.821,-,-1.97%
Jul 93,91.251,90.271,92.107,89.929,-,1.46%
Jun 93,89.934,89.777,89.934,87.65,-,-0.60%
May 93,90.48,91.93,91.93,90.2,-,-2.01%
Apr 93,92.34,91.825,92.34,90.662,-,0.68%
Mar 93,91.714,89.569,91.714,89.569,-,2.10%
Feb 93,89.831,89.111,89.902,88.511,-,1.00%
Jan 93,88.938,88.508,89.232,87.966,-,-0.43%
Dec 92,89.324,88.347,90.09,87.887,-,-0.33%
Nov 92,89.621,91.312,91.312,89.559,-,-1.11%
Oct 92,90.625,93.555,93.555,90.53,-,-3.18%
Sep 92,93.597,92.547,94.372,92.547,-,1.23%
Aug 92,92.463,93.23,93.23,91.536,-,-1.33%
Jul 92,93.712,94.443,94.706,93.328,-,-0.63%
Jun 92,94.307,94.608,95.39,94.307,-,0.08%
May 92,94.231,91.695,94.231,91.695,-,3.11%
Apr 92,91.389,91.269,91.978,90.344,-,0.50%
Mar 92,90.93,89.992,90.935,89.992,-,0.56%
Feb 92,90.426,90.746,92.389,89.725,-,-0.29%
Jan 92,90.686,89.193,91.564,88.054,-,1.65%
Dec 91,89.21,93.205,93.205,88.721,-,-4.54%
Nov 91,93.448,96.712,96.712,93.295,-,-2.90%
Oct 91,96.239,95.882,97.396,95.882,-,0.47%
Sep 91,95.793,95.051,96.378,94.849,-,0.84%
Aug 91,94.992,95.617,95.779,92.747,-,-0.29%
Jul 91,95.268,92.26,95.268,91.643,-,3.76%
Jun 91,91.819,94.915,94.915,91.819,-,-2.90%
May 91,94.557,96.409,96.441,94.557,-,-1.56%
Apr 91,96.055,96.781,98.157,96.055,-,-0.07%
Mar 91,96.125,96.672,98.191,95.668,-,0.23%
Feb 91,95.903,94.2,95.903,93.119,-,1.58%
