Time,Close,,,,,
Jul 95,104.54,104.54,104.54,104.54,-,1.17%
Jun 95,103.33,103.33,103.33,103.33,-,3.33%
May 95,100,100,100,100,-,1.62%
Apr 95,98.41,98.41,98.41,98.41,-,-3.64%
Mar 95,102.13,102.13,102.13,102.13,-,5.23%
Feb 95,97.05,97.05,97.05,97.05,-,-11.99%
Jan 95,110.27,110.27,110.27,110.27,-,2.73%
Dec 94,107.34,107.34,107.34,107.34,-,3.95%
Nov 94,103.26,103.26,103.26,103.26,-,8.10%
Oct 94,95.52,95.52,95.52,95.52,-,10.43%
Sep 94,86.5,86.5,86.5,86.5,-,0.32%
Aug 94,86.22,86.22,86.22,86.22,-,3.05%
Jul 94,83.67,83.67,83.67,83.67,-,0.97%
Jun 94,82.87,82.87,82.87,82.87,-,4.30%
May 94,79.45,79.45,79.45,79.45,-,9.21%
Apr 94,72.75,72.75,72.75,72.75,-,1.61%
Mar 94,71.6,71.6,71.6,71.6,-,-0.93%
Feb 94,72.27,72.27,72.27,72.27,-,1.56%
Jan 94,71.16,71.16,71.16,71.16,-,5.86%
Dec 93,67.22,67.22,67.22,67.22,-,8.45%
Nov 93,61.98,61.98,61.98,61.98,-,0.13%
Oct 93,61.9,61.9,61.9,61.9,-,-0.37%
Sep 93,62.13,62.13,62.13,62.13,-,-8.58%
Aug 93,67.96,67.96,67.96,67.96,-,-4.46%
Jul 93,71.13,71.13,71.13,71.13,-,-1.35%
Jun 93,72.1,72.1,72.1,72.1,-,4.71%
May 93,68.86,68.86,68.86,68.86,-,-3.73%
Apr 93,71.53,71.53,71.53,71.53,-,-6.26%
Mar 93,76.31,76.31,76.31,76.31,-,-2.32%
Feb 93,78.12,78.12,78.12,78.12,-,-2.63%
Jan 93,80.23,80.23,80.23,80.23,-,-2.80%
Dec 92,82.54,82.54,82.54,82.54,-,2.34%
Nov 92,80.65,80.65,80.65,80.65,-,-1.19%
Oct 92,81.62,81.62,81.62,81.62,-,-7.23%
Sep 92,87.98,87.98,87.98,87.98,-,-5.27%
Aug 92,92.87,92.87,92.87,92.87,-,-0.99%
Jul 92,93.8,93.8,93.8,93.8,-,0.96%
Jun 92,92.91,92.91,92.91,92.91,-,4.89%
May 92,88.58,88.58,88.58,88.58,-,0.89%
Apr 92,87.8,87.8,87.8,87.8,-,-0.36%
Mar 92,88.12,88.12,88.12,88.12,-,-0.89%
Feb 92,88.91,88.91,88.91,88.91,-,4.46%
Jan 92,85.11,85.11,85.11,85.11,-,4.00%
Dec 91,81.84,81.84,81.84,81.84,-,-1.76%
Nov 91,83.31,83.31,83.31,83.31,-,-1.44%
Oct 91,84.53,84.53,84.53,84.53,-,0.25%
Sep 91,84.32,84.32,84.32,84.32,-,-2.58%
Aug 91,86.55,86.55,86.55,86.55,-,0.13%
Jul 91,86.44,86.44,86.44,86.44,-,-1.30%
Jun 91,87.58,87.58,87.58,87.58,-,3.78%
May 91,84.39,84.39,84.39,84.39,-,-8.21%
Apr 91,91.94,91.94,91.94,91.94,-,-1.53%
Mar 91,93.37,93.37,93.37,93.37,-,-4.48%
Feb 91,97.75,97.75,97.75,97.75,-,5.30%
