Time,Close,,,,,
Apr 09,221.66,217.7,228.91,214.15,-,0.73%
Mar 09,220.05,209.48,229.97,203.77,-,3.60%
Feb 09,212.4,218.97,229.66,203.35,-,-4.43%
Jan 09,222.25,233.16,247.99,216.81,-,-5.38%
Dec 08,234.87,241.11,241.24,212.1,-,-4.48%
Nov 08,245.9,263.79,279.35,234.79,-,-6.96%
Oct 08,264.29,335.58,339.43,247.48,-,-21.28%
Sep 08,335.75,364.2,367.95,333.59,-,-11.53%
Aug 08,379.5,406.04,413.74,370.39,-,-7.28%
Jul 08,409.31,466.35,475.36,399.93,-,-11.85%
Jun 08,464.36,424.2,470.4,421.43,-,9.10%
May 08,425.63,415.06,440.8,401.91,-,2.73%
Apr 08,414.3,395.83,429.01,391,-,3.56%
Mar 08,400.05,430.97,448.14,387.36,-,-6.34%
Feb 08,427.14,382.04,430.75,374.46,-,12.28%
Jan 08,380.41,369.27,382.56,357.94,-,4.22%
Dec 07,364.99,345.69,368.73,344.88,-,4.63%
Nov 07,348.83,362.39,366.06,348.28,-,-3.14%
Oct 07,360.13,348.55,360.81,336.42,-,3.33%
Sep 07,348.51,321.96,352.67,321.1,-,8.00%
Aug 07,322.68,333.91,335.71,311.65,-,-3.63%
Jul 07,334.84,329.28,339.63,326.15,-,2.08%
Jun 07,328.03,332.93,341.73,323.61,-,-1.40%
May 07,332.68,331.69,336.64,326.58,-,0.13%
Apr 07,332.25,327.3,335.27,324.39,-,1.16%
Mar 07,328.45,325.65,331.28,314.09,-,0.97%
Feb 07,325.28,316.05,332.05,308.95,-,3.37%
Jan 07,314.68,308.11,316.8,292.22,-,0.21%
Dec 06,314.02,327.38,329.77,311.03,-,-4.59%
Nov 06,329.14,312.57,329.83,306.46,-,5.47%
Oct 06,312.07,299.72,319.18,288.22,-,4.74%
Sep 06,297.94,316.26,319.59,289.2,-,-6.02%
Aug 06,317.03,330.24,335.15,310.87,-,-3.60%
Jul 06,328.88,319.49,332.77,311.73,-,3.21%
Jun 06,318.65,320.2,330.05,302.99,-,-1.55%
May 06,323.68,321.99,343.71,314.8,-,0.96%
Apr 06,320.61,303.11,328.06,298.94,-,6.78%
Mar 06,300.26,293.26,304.35,286.11,-,2.22%
Feb 06,293.72,314.33,316.39,287.17,-,-6.26%
Jan 06,313.34,307.31,314.87,300.04,-,1.85%
Dec 05,307.65,298.88,324.64,298.87,-,3.19%
Nov 05,298.14,297.44,302.31,290.28,-,0.26%
Oct 05,297.38,318.03,319.91,297,-,-6.28%
Sep 05,317.32,305.19,320.96,294.46,-,4.65%
Aug 05,303.21,282.42,311.09,282.09,-,7.55%
Jul 05,281.93,270.79,284.65,270.52,-,4.48%
Jun 05,269.83,265.54,284.99,265.24,-,1.68%
May 05,265.37,266.27,270.22,256.26,-,-0.77%
Apr 05,267.44,283.89,286.17,266.18,-,-5.83%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
